/Users/vicente/Desktop/dataset/IMG/center_2018_09_01_03_40_07_520.jpg, /Users/vicente/Desktop/dataset/IMG/left_2018_09_01_03_40_07_520.jpg, /Users/vicente/Desktop/dataset/IMG/right_2018_09_01_03_40_07_520.jpg, 0, 0, 0, 2.224087E-05
/Users/vicente/Desktop/dataset/IMG/center_2018_09_01_03_40_07_635.jpg, /Users/vicente/Desktop/dataset/IMG/left_2018_09_01_03_40_07_635.jpg, /Users/vicente/Desktop/dataset/IMG/right_2018_09_01_03_40_07_635.jpg, 0, 0, 0, 2.285904E-05
/Users/vicente/Desktop/dataset/IMG/center_2018_09_01_03_40_07_740.jpg, /Users/vicente/Desktop/dataset/IMG/left_2018_09_01_03_40_07_740.jpg, /Users/vicente/Desktop/dataset/IMG/right_2018_09_01_03_40_07_740.jpg, 0, 0, 0, 2.383005E-05
/Users/vicente/Desktop/dataset/IMG/center_2018_09_01_03_40_07_841.jpg, /Users/vicente/Desktop/dataset/IMG/left_2018_09_01_03_40_07_841.jpg, /Users/vicente/Desktop/dataset/IMG/right_2018_09_01_03_40_07_841.jpg, 0, 0, 0, 2.518807E-05
/Users/vicente/Desktop/dataset/IMG/center_2018_09_01_03_40_07_947.jpg, /Users/vicente/Desktop/dataset/IMG/left_2018_09_01_03_40_07_947.jpg, /Users/vicente/Desktop/dataset/IMG/right_2018_09_01_03_40_07_947.jpg, 0, 0, 0, 2.236002E-05
/Users/vicente/Desktop/dataset/IMG/center_2018_09_01_03_40_08_055.jpg, /Users/vicente/Desktop/dataset/IMG/left_2018_09_01_03_40_08_055.jpg, /Users/vicente/Desktop/dataset/IMG/right_2018_09_01_03_40_08_055.jpg, 0, 0.2602379, 0, 0.171505
/Users/vicente/Desktop/dataset/IMG/center_2018_09_01_03_40_08_156.jpg, /Users/vicente/Desktop/dataset/IMG/left_2018_09_01_03_40_08_156.jpg, /Users/vicente/Desktop/dataset/IMG/right_2018_09_01_03_40_08_156.jpg, 0, 0.560253, 0, 0.7059851
/Users/vicente/Desktop/dataset/IMG/center_2018_09_01_03_40_08_261.jpg, /Users/vicente/Desktop/dataset/IMG/left_2018_09_01_03_40_08_261.jpg, /Users/vicente/Desktop/dataset/IMG/right_2018_09_01_03_40_08_261.jpg, 0, 0.8761951, 0, 1.576118
/Users/vicente/Desktop/dataset/IMG/center_2018_09_01_03_40_08_362.jpg, /Users/vicente/Desktop/dataset/IMG/left_2018_09_01_03_40_08_362.jpg, /Users/vicente/Desktop/dataset/IMG/right_2018_09_01_03_40_08_362.jpg, 0, 1, 0, 2.714059
/Users/vicente/Desktop/dataset/IMG/center_2018_09_01_03_40_08_462.jpg, /Users/vicente/Desktop/dataset/IMG/left_2018_09_01_03_40_08_462.jpg, /Users/vicente/Desktop/dataset/IMG/right_2018_09_01_03_40_08_462.jpg, 0, 1, 0, 3.886953
/Users/vicente/Desktop/dataset/IMG/center_2018_09_01_03_40_08_569.jpg, /Users/vicente/Desktop/dataset/IMG/left_2018_09_01_03_40_08_569.jpg, /Users/vicente/Desktop/dataset/IMG/right_2018_09_01_03_40_08_569.jpg, 0, 1, 0, 5.053207
/Users/vicente/Desktop/dataset/IMG/center_2018_09_01_03_40_08_675.jpg, /Users/vicente/Desktop/dataset/IMG/left_2018_09_01_03_40_08_675.jpg, /Users/vicente/Desktop/dataset/IMG/right_2018_09_01_03_40_08_675.jpg, 0, 1, 0, 6.436967
/Users/vicente/Desktop/dataset/IMG/center_2018_09_01_03_40_08_776.jpg, /Users/vicente/Desktop/dataset/IMG/left_2018_09_01_03_40_08_776.jpg, /Users/vicente/Desktop/dataset/IMG/right_2018_09_01_03_40_08_776.jpg, 0, 1, 0, 7.577819
/Users/vicente/Desktop/dataset/IMG/center_2018_09_01_03_40_08_881.jpg, /Users/vicente/Desktop/dataset/IMG/left_2018_09_01_03_40_08_881.jpg, /Users/vicente/Desktop/dataset/IMG/right_2018_09_01_03_40_08_881.jpg, 0, 1, 0, 8.707595
/Users/vicente/Desktop/dataset/IMG/center_2018_09_01_03_40_08_998.jpg, /Users/vicente/Desktop/dataset/IMG/left_2018_09_01_03_40_08_998.jpg, /Users/vicente/Desktop/dataset/IMG/right_2018_09_01_03_40_08_998.jpg, 0, 1, 0, 10.04878
/Users/vicente/Desktop/dataset/IMG/center_2018_09_01_03_40_09_107.jpg, /Users/vicente/Desktop/dataset/IMG/left_2018_09_01_03_40_09_107.jpg, /Users/vicente/Desktop/dataset/IMG/right_2018_09_01_03_40_09_107.jpg, 0, 1, 0, 11.15433
/Users/vicente/Desktop/dataset/IMG/center_2018_09_01_03_40_09_211.jpg, /Users/vicente/Desktop/dataset/IMG/left_2018_09_01_03_40_09_211.jpg, /Users/vicente/Desktop/dataset/IMG/right_2018_09_01_03_40_09_211.jpg, 0, 1, 0, 12.50419
/Users/vicente/Desktop/dataset/IMG/center_2018_09_01_03_40_09_318.jpg, /Users/vicente/Desktop/dataset/IMG/left_2018_09_01_03_40_09_318.jpg, /Users/vicente/Desktop/dataset/IMG/right_2018_09_01_03_40_09_318.jpg, 0, 1, 0, 13.50274
